,Country,Target Year,Population lag 5 years,Population lag 4 years,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 5 years,Life Ex lag 4 years,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 5 years,GDP lag 4 years,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 5 years,GDP_cap lag 4 years,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 5 years,CO2 lag 4 years,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 5 years,Happy lag 4 years,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
381,South Korea,2017,50060639.0,50345720.0,50607904.0,50823087.0,50983446.0,51096408.0,81.137,81.472,81.795,82.1,82.379,82.628,1278427634343.0,1370795199976.0,1484318219634.0,1465773245547.0,1500111596236.0,1623901496836.0,25537.58122,27227.6412,29329.77069,28840.69686,29423.50339,31781.12827,580129900.0,602183000.0,603828700.0,602311600.0,588734300.0,607478500.0,5.80132532119751,5.78021144866943,5.97056436538696,5.87388706207275,5.84023141860962
391,Spain,2016,47084242.0,47063059.0,46930554.0,46777927.0,46671919.0,46634131.0,88.0,89.0,81.3,81.6,81.9,82.1,1480710000000.0,1324740000000.0,1355140000000.0,1371220000000.0,1195600000000.0,1232910000000.0,31677.90031,28322.80925,29067.80946,29500.78943,25742.36883,26523.34822,12529353918.0,12808317845.0,13061043968.0,13316111870.0,13587806073.0,13848564029.0,6.15002727508545,6.45647764205933,6.38066339492798,6.31861209869385,6.23017311096191
392,Spain,2017,47063059.0,46930554.0,46777927.0,46671919.0,46634131.0,46647425.0,89.0,81.3,81.6,81.9,82.1,82.0,1324740000000.0,1355140000000.0,1371220000000.0,1195600000000.0,1232910000000.0,1312540000000.0,28322.80925,29067.80946,29500.78943,25742.36883,26523.34822,28170.16786,12808317845.0,13061043968.0,13316111870.0,13587806073.0,13848564029.0,14123205992.0,6.45647764205933,6.38066339492798,6.31861209869385,6.23017311096191,6.51337099075317
402,Sweden,2016,9466705.0,9542817.0,9618016.0,9692137.0,9764949.0,9836003.0,88.0,89.0,81.1,81.4,81.5,81.7,574094000000.0,552484000000.0,586842000000.0,581964000000.0,505104000000.0,515655000000.0,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,4601514453.0,4648288304.0,4693494300.0,4736830244.0,4780432845.0,4823694854.0,7.43401050567627,7.23914766311646,7.28892230987549,7.36874437332153,7.28680467605591
403,Sweden,2017,9542817.0,9618016.0,9692137.0,9764949.0,9836003.0,9904895.0,89.0,81.1,81.4,81.5,81.7,81.7,552484000000.0,586842000000.0,581964000000.0,505104000000.0,515655000000.0,541019000000.0,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,4648288304.0,4693494300.0,4736830244.0,4780432845.0,4823694854.0,4866288582.0,7.23914766311646,7.28892230987549,7.36874437332153,7.28680467605591,7.37479209899902
413,Tajikistan,2016,7697507.0,7874838.0,8059782.0,8252827.0,8454019.0,8663575.0,65.9,66.1,66.4,66.7,67.3,68.1,6522732203.0,7633049792.0,8448469838.0,9112544556.0,8271454301.0,6992393787.0,847.3824321,969.2961039,1048.225602,1104.172358,978.4049812,807.1025861,432376470.0,435309882.0,438216775.0,442816897.0,448119179.0,454559091.0,4.96652126312256,4.89615774154663,5.12421083450317,5.10372114181519,5.82923412322998
414,Tajikistan,2017,7874838.0,8059782.0,8252827.0,8454019.0,8663575.0,8880270.0,66.1,66.4,66.7,67.3,68.1,68.8,7633049792.0,8448469838.0,9112544556.0,8271454301.0,6992393787.0,7536439875.0,969.2961039,1048.225602,1104.172358,978.4049812,807.1025861,848.6723799,435309882.0,438216775.0,442816897.0,448119179.0,454559091.0,462424105.0,4.89615774154663,5.12421083450317,5.10372114181519,5.82923412322998,5.49746894836426
424,Tanzania,2016,45673520.0,47053033.0,48483132.0,49960563.0,51482638.0,53049231.0,59.525,60.47,61.398,62.288,63.111,63.844,34657139495.0,39650530214.0,45680532614.0,49964788814.0,47378599025.0,49774021003.0,781.4338989,867.8574829,970.3995972,1030.077637,947.9333496,966.5029907,6287901.0,7331722.0,8661963.0,10479890.0,11478780.0,11382730.0,3.85239481925964,3.48327851295471,3.66059732437134,2.90273427963257,3.3471212387085
425,Tanzania,2017,47053033.0,48483132.0,49960563.0,51482638.0,53049231.0,54660345.0,60.47,61.398,62.288,63.111,63.844,64.479,39650530214.0,45680532614.0,49964788814.0,47378599025.0,49774021003.0,53320625959.0,867.8574829,970.3995972,1030.077637,947.9333496,966.5029907,1004.906616,7331722.0,8661963.0,10479890.0,11478780.0,11382730.0,12411550.0,3.48327851295471,3.66059732437134,2.90273427963257,3.3471212387085,3.44502329826355
435,Thailand,2016,67518379.0,67835969.0,68144519.0,68438748.0,68714519.0,68971313.0,73.0,73.3,73.5,73.7,73.9,74.1,370819000000.0,397558000000.0,420333000000.0,407339000000.0,401296000000.0,413366000000.0,5492.1215,5860.581471,6168.261356,5951.883487,5840.053067,5993.305516,4863135212.0,5133403120.0,5421000776.0,5703649146.0,5989336794.0,6272771329.0,6.23102474212646,6.98546361923218,6.20176267623901,6.07363986968994,5.9388952255249
436,Thailand,2017,67835969.0,68144519.0,68438748.0,68714519.0,68971313.0,69209817.0,73.3,73.5,73.7,73.9,74.1,74.3,397558000000.0,420333000000.0,407339000000.0,401296000000.0,413366000000.0,456357000000.0,5860.581471,6168.261356,5951.883487,5840.053067,5993.305516,6593.818352,5133403120.0,5421000776.0,5703649146.0,5989336794.0,6272771329.0,6558730892.0,6.98546361923218,6.20176267623901,6.07363986968994,5.9388952255249,6.01156187057495
446,Turkey,2016,73443254.0,74651046.0,75925454.0,77229262.0,78529413.0,79827868.0,72.8,73.2,73.5,73.9,74.2,74.5,838762755164.0,880556375780.0,957783020853.0,938952628604.0,864316670331.0,869692960366.0,11420.55546,11795.63346,12614.78161,12157.99043,11006.27952,10894.60338,7359748701.0,7713414910.0,8058635494.0,8420310957.0,8801642900.0,9202882638.0,4.88817739486694,5.57979440689087,5.51446533203125,5.32622194290161,5.607262134552
447,Turkey,2017,74651046.0,75925454.0,77229262.0,78529413.0,79827868.0,81116451.0,73.2,73.5,73.9,74.2,74.5,74.8,880556375780.0,957783020853.0,938952628604.0,864316670331.0,869692960366.0,858996263096.0,11795.63346,12614.78161,12157.99043,11006.27952,10894.60338,10589.66772,7713414910.0,8058635494.0,8420310957.0,8801642900.0,9202882638.0,9628211868.0,5.57979440689087,5.51446533203125,5.32622194290161,5.607262134552,5.1856894493103
457,Uganda,2016,33476771.0,34558700.0,35694519.0,36911530.0,38225447.0,39649173.0,54.9,55.5,56.3,57.5,58.4,59.3,27871725206.0,27305915761.0,28915786997.0,32612397758.0,32387183845.0,29203988815.0,832.5690782,790.1314506,810.090395,883.5287445,847.2676289,736.5598474,63322997.0,66949984.0,70704514.0,74794180.0,79319750.0,84110087.0,3.7095787525177,3.7699191570282,4.23768663406372,4.23326110839844,4.00051689147949
458,Uganda,2017,34558700.0,35694519.0,36911530.0,38225447.0,39649173.0,41166588.0,55.5,56.3,57.5,58.4,59.3,60.0,27305915761.0,28915786997.0,32612397758.0,32387183845.0,29203988815.0,30744473912.0,790.1314506,810.090395,883.5287445,847.2676289,736.5598474,746.8307529,66949984.0,70704514.0,74794180.0,79319750.0,84110087.0,89483596.0,3.7699191570282,4.23768663406372,4.23326110839844,4.00051689147949,4.32171487808228
468,Ukraine,2016,45619850.0,45453805.0,45286988.0,45111530.0,44921636.0,44713708.0,67.7,67.5,67.7,69.2,69.8,75.0,169333000000.0,182592000000.0,190499000000.0,133503000000.0,91030959455.0,93355993629.0,3704.824951,4004.804443,4187.739746,3104.643311,2124.662354,2187.730469,28350987499.0,28654963929.0,28952213568.0,29209722174.0,29433544289.0,29667550244.0,4.71080255508423,4.29732990264893,3.96454286575317,4.02869033813477,4.3110671043396
469,Ukraine,2017,45453805.0,45286988.0,45111530.0,44921636.0,44713708.0,44487708.0,67.5,67.7,69.2,69.8,75.0,77.0,182592000000.0,190499000000.0,133503000000.0,91030959455.0,93355993629.0,112091000000.0,4004.804443,4187.739746,3104.643311,2124.662354,2187.730469,2638.326172,28654963929.0,28952213568.0,29209722174.0,29433544289.0,29667550244.0,29890635220.0,4.29732990264893,3.96454286575317,4.02869033813477,4.3110671043396,4.66190910339355
479,United Kingdom,2016,64021922.0,64525300.0,64984015.0,65423048.0,65860149.0,66297944.0,80.564,80.739,80.876,80.978,81.052,81.111,2674890000000.0,2719160000000.0,2803290000000.0,3087170000000.0,2956570000000.0,2722850000000.0,42284.88449,42686.80005,43713.81412,47787.2413,45404.56777,41499.5557,74467979649.0,74955496204.0,75432883692.0,75871424691.0,76293764798.0,76693102192.0,6.91805505752563,6.75814771652222,6.51544523239136,6.82428359985352,7.10327339172363
480,United Kingdom,2017,64525300.0,64984015.0,65423048.0,65860149.0,66297944.0,66727463.0,80.739,80.876,80.978,81.052,81.111,81.168,2719160000000.0,2803290000000.0,3087170000000.0,2956570000000.0,2722850000000.0,2699020000000.0,42686.80005,43713.81412,47787.2413,45404.56777,41499.5557,40857.75558,74955496204.0,75432883692.0,75871424691.0,76293764798.0,76693102192.0,77080667373.0,6.75814771652222,6.51544523239136,6.82428359985352,7.10327339172363,7.2334451675415
490,United States,2016,311584051.0,314043885.0,316400539.0,318673422.0,320878312.0,323015992.0,78.777,78.862,78.909,78.922,78.91,78.885,15599700000000.0,16254000000000.0,16843200000000.0,17550700000000.0,18206000000000.0,18695100000000.0,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,369000000000.0,375000000000.0,380000000000.0,386000000000.0,391000000000.0,396000000000.0,7.24928522109985,7.15111446380615,6.86394691467285,6.80359983444214,6.99175930023193
491,United States,2017,314043885.0,316400539.0,318673422.0,320878312.0,323015992.0,325084758.0,78.862,78.909,78.922,78.91,78.885,78.861,16254000000000.0,16843200000000.0,17550700000000.0,18206000000000.0,18695100000000.0,19479600000000.0,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59914.7778,375000000000.0,380000000000.0,386000000000.0,391000000000.0,396000000000.0,401000000000.0,7.15111446380615,6.86394691467285,6.80359983444214,6.99175930023193,6.8826847076416
501,Uruguay,2016,3368926.0,3378975.0,3389436.0,3400439.0,3412013.0,3424139.0,76.2,75.4,76.4,76.6,76.3,77.0,47962439304.0,51264390116.0,57531233351.0,57236013086.0,53274304222.0,57236652490.0,14236.715,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,310056947.0,318648738.0,326141111.0,332825434.0,339550899.0,346071339.0,6.44446468353271,6.56144380569458,6.62808036804199,6.17148542404175,6.33600997924805
502,Uruguay,2017,3378975.0,3389436.0,3400439.0,3412013.0,3424139.0,3436645.0,75.4,76.4,76.6,76.3,77.0,76.5,51264390116.0,57531233351.0,57236013086.0,53274304222.0,57236652490.0,64233966861.0,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,18690.89384,318648738.0,326141111.0,332825434.0,339550899.0,346071339.0,352233912.0,6.56144380569458,6.62808036804199,6.17148542404175,6.33600997924805,6.37171459197998
512,Zimbabwe,2016,12894323.0,13115149.0,13350378.0,13586710.0,13814642.0,14030338.0,45.4,46.6,48.2,50.0,52.4,54.9,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,681878824.0,689761713.0,701597967.0,713503654.0,725729475.0,736467042.0,4.69018793106079,4.18445062637329,3.70319128036499,3.73540019989014,3.63830018043518
513,Zimbabwe,2017,13115149.0,13350378.0,13586710.0,13814642.0,14030338.0,14236599.0,46.6,48.2,50.0,52.4,54.9,56.6,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,17584890937.0,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,1235.189032,689761713.0,701597967.0,713503654.0,725729475.0,736467042.0,746048675.0,4.18445062637329,3.70319128036499,3.73540019989014,3.63830018043518,3.61647987365723
